session,video_name,folder_path,proposed_label,true_label,flag,duration_s,fps,n_frames,avg_people,max_people
live_output_10_13,20251013_125217_id63_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,4.08,13.0,53.0,1.68,2.0
live_output_10_13,20251013_125947_id75_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,3.38,13.0,44.0,0.8,2.0
live_output_10_13,20251013_132215_id90_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,4.85,13.0,63.0,0.84,1.0
live_output_10_13,20251013_132243_id94_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,3.85,13.0,50.0,0.82,1.0
live_output_10_13,20251013_135724_id104_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,4.62,13.0,60.0,0.83,1.0
live_output_10_13,20251013_135754_id110_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,2.92,13.0,38.0,0.76,2.0
live_output_10_13,20251013_135813_id113_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,4.17,12.0,50.0,0.74,1.0
live_output_10_13,20251013_135827_id119_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,4.5,12.0,54.0,0.81,1.0
live_output_10_13,20251013_135843_id123_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,3.15,13.0,41.0,0.76,1.0
live_output_10_13,20251013_135900_id125_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\enter,enter,,,4.08,13.0,53.0,0.79,1.0
live_output_10_13,20251013_120345_id1_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,2.75,12.0,33.0,0.7,1.0
live_output_10_13,20251013_120347_id8_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,1.1,10.0,11.0,0.45,1.0
live_output_10_13,20251013_120407_id14_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,2.92,12.0,35.0,0.69,1.0
live_output_10_13,20251013_121233_id30_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.23,13.0,68.0,1.59,3.0
live_output_10_13,20251013_121234_id31_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.45,11.0,60.0,1.6,3.0
live_output_10_13,20251013_122003_id40_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.77,13.0,49.0,0.82,2.0
live_output_10_13,20251013_123101_id47_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.0,12.0,48.0,0.77,1.0
live_output_10_13,20251013_124327_id49_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.77,13.0,49.0,0.78,1.0
live_output_10_13,20251013_124416_id53_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.0,12.0,60.0,0.87,1.0
live_output_10_13,20251013_125003_id54_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,6.23,13.0,81.0,1.57,2.0
live_output_10_13,20251013_125003_id56_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.5,12.0,66.0,1.76,2.0
live_output_10_13,20251013_125033_id60_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.23,13.0,55.0,0.84,1.0
live_output_10_13,20251013_125257_id66_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.62,13.0,60.0,0.83,1.0
live_output_10_13,20251013_125717_id71_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.58,12.0,55.0,0.82,1.0
live_output_10_13,20251013_125811_id73_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.08,13.0,40.0,0.75,1.0
live_output_10_13,20251013_130936_id77_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,6.46,13.0,84.0,0.88,1.0
live_output_10_13,20251013_131148_id78_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.17,12.0,62.0,1.23,2.0
live_output_10_13,20251013_131152_id82_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.36,11.0,37.0,1.11,2.0
live_output_10_13,20251013_131317_id83_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.23,13.0,55.0,1.78,2.0
live_output_10_13,20251013_131317_id85_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.0,13.0,65.0,1.52,2.0
live_output_10_13,20251013_131323_id83_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,1.1,10.0,11.0,0.09,1.0
live_output_10_13,20251013_132142_id88_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.54,13.0,59.0,0.85,2.0
live_output_10_13,20251013_132156_id89_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,10.77,13.0,140.0,0.94,2.0
live_output_10_13,20251013_132423_id96_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,8.23,13.0,107.0,0.93,2.0
live_output_10_13,20251013_132450_id97_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.46,13.0,45.0,0.78,1.0
live_output_10_13,20251013_133630_id98_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.0,12.0,48.0,0.79,1.0
live_output_10_13,20251013_134044_id99_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.85,13.0,50.0,0.8,1.0
live_output_10_13,20251013_134108_id100_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.77,13.0,49.0,0.78,1.0
live_output_10_13,20251013_134830_id102_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.08,12.0,49.0,0.8,1.0
live_output_10_13,20251013_135739_id108_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,5.75,12.0,69.0,0.86,1.0
live_output_10_13,20251013_135804_id112_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.33,12.0,52.0,0.79,1.0
live_output_10_13,20251013_135821_id117_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.42,12.0,53.0,0.79,1.0
live_output_10_13,20251013_135836_id121_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,3.54,13.0,46.0,0.78,2.0
live_output_10_13,20251013_135852_id124_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_13\pass,pass,,,4.42,12.0,53.0,0.81,1.0
live_output_10_15,20251015_120303_id8_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.17,12.0,62.0,2.74,5.0
live_output_10_15,20251015_120305_id9_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.73,11.0,52.0,3.46,6.0
live_output_10_15,20251015_120307_id13_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.1,10.0,41.0,3.93,5.0
live_output_10_15,20251015_120307_id17_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.2,10.0,52.0,3.58,6.0
live_output_10_15,20251015_120308_id18_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,6.0,10.0,60.0,3.02,6.0
live_output_10_15,20251015_120309_id20_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.33,9.0,39.0,3.15,5.0
live_output_10_15,20251015_120313_id31_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,6.12,8.0,49.0,1.35,4.0
live_output_10_15,20251015_120317_id35_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,11.6,10.0,116.0,0.91,1.0
live_output_10_15,20251015_120413_id41_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,2.62,13.0,34.0,0.74,2.0
live_output_10_15,20251015_120423_id42_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,8.67,12.0,104.0,1.65,2.0
live_output_10_15,20251015_120425_id43_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,8.0,11.0,88.0,1.69,2.0
live_output_10_15,20251015_120458_id48_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.15,13.0,54.0,1.44,2.0
live_output_10_15,20251015_120459_id49_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.38,13.0,44.0,1.68,2.0
live_output_10_15,20251015_120623_id51_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.75,12.0,57.0,0.82,1.0
live_output_10_15,20251015_121858_id61_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.62,13.0,47.0,1.62,2.0
live_output_10_15,20251015_122802_id79_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.15,13.0,54.0,0.81,1.0
live_output_10_15,20251015_125814_id99_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.0,13.0,39.0,0.62,1.0
live_output_10_15,20251015_130932_id118_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.23,13.0,55.0,0.8,1.0
live_output_10_15,20251015_134035_id127_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.69,13.0,48.0,0.75,1.0
live_output_10_15,20251015_135609_id135_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.58,12.0,67.0,0.82,1.0
live_output_10_15,20251015_135651_id139_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.33,12.0,52.0,0.75,1.0
live_output_10_15,20251015_135704_id141_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.25,12.0,39.0,0.82,2.0
live_output_10_15,20251015_135724_id150_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.08,12.0,61.0,0.8,1.0
live_output_10_15,20251015_135741_id152_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.42,12.0,53.0,0.75,1.0
live_output_10_15,20251015_135758_id155_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.42,12.0,41.0,0.8,2.0
live_output_10_15,20251015_135815_id158_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.42,12.0,65.0,0.83,1.0
live_output_10_15,20251015_135833_id162_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.42,12.0,41.0,0.78,2.0
live_output_10_15,20251015_135850_id168_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.17,12.0,62.0,0.79,1.0
live_output_10_15,20251015_135909_id173_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,4.42,12.0,53.0,0.79,1.0
live_output_10_15,20251015_135927_id181_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,3.38,13.0,44.0,0.73,1.0
live_output_10_15,20251015_135943_id184_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\enter,enter,,,5.25,12.0,63.0,0.81,1.0
live_output_10_15,20251015_120140_id1_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.77,13.0,49.0,0.8,1.0
live_output_10_15,20251015_120233_id3_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.08,13.0,40.0,0.88,1.0
live_output_10_15,20251015_120236_id4_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,2.8,10.0,28.0,0.29,1.0
live_output_10_15,20251015_120243_id6_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.83,12.0,46.0,0.78,1.0
live_output_10_15,20251015_120249_id7_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,7.33,12.0,88.0,0.89,1.0
live_output_10_15,20251015_120311_id31_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,1.71,7.0,12.0,3.08,4.0
live_output_10_15,20251015_120345_id37_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.08,13.0,66.0,0.98,1.0
live_output_10_15,20251015_120351_id39_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.18,11.0,35.0,0.71,1.0
live_output_10_15,20251015_120359_id40_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.08,13.0,66.0,0.85,1.0
live_output_10_15,20251015_120730_id54_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.67,12.0,56.0,0.84,2.0
live_output_10_15,20251015_120917_id55_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.23,13.0,55.0,0.82,1.0
live_output_10_15,20251015_121152_id57_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.38,13.0,57.0,0.84,2.0
live_output_10_15,20251015_121512_id59_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.23,13.0,55.0,0.84,1.0
live_output_10_15,20251015_121857_id60_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.31,13.0,56.0,1.52,2.0
live_output_10_15,20251015_122301_id64_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.62,13.0,47.0,1.47,2.0
live_output_10_15,20251015_122303_id65_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,6.92,12.0,83.0,1.47,3.0
live_output_10_15,20251015_122303_id66_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,1.0,11.0,11.0,2.09,3.0
live_output_10_15,20251015_122307_id69_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.3,10.0,43.0,1.4,3.0
live_output_10_15,20251015_122727_id77_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.23,13.0,42.0,0.79,1.0
live_output_10_15,20251015_123808_id80_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.75,12.0,69.0,0.88,1.0
live_output_10_15,20251015_124012_id83_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,6.25,12.0,75.0,0.87,1.0
live_output_10_15,20251015_124119_id85_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,6.85,13.0,89.0,1.6,3.0
live_output_10_15,20251015_124120_id87_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,6.08,12.0,73.0,1.81,3.0
live_output_10_15,20251015_124252_id93_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.85,13.0,50.0,0.82,1.0
live_output_10_15,20251015_124536_id95_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.46,13.0,58.0,0.83,1.0
live_output_10_15,20251015_125959_id103_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.46,13.0,45.0,0.78,2.0
live_output_10_15,20251015_130153_id105_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.15,13.0,54.0,1.31,2.0
live_output_10_15,20251015_130154_id107_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.45,11.0,38.0,1.45,2.0
live_output_10_15,20251015_130156_id109_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,1.7,10.0,17.0,1.24,2.0
live_output_10_15,20251015_130252_id111_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.08,13.0,53.0,0.81,1.0
live_output_10_15,20251015_130503_id112_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.62,13.0,47.0,0.81,1.0
live_output_10_15,20251015_130916_id115_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.0,12.0,60.0,0.83,1.0
live_output_10_15,20251015_130916_id116_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,0.92,12.0,11.0,1.0,1.0
live_output_10_15,20251015_130923_id117_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.17,12.0,38.0,0.76,2.0
live_output_10_15,20251015_130947_id119_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,6.38,13.0,83.0,0.89,2.0
live_output_10_15,20251015_131116_id121_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.08,12.0,49.0,0.8,1.0
live_output_10_15,20251015_131330_id123_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.92,13.0,51.0,0.8,1.0
live_output_10_15,20251015_133452_id124_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.15,13.0,67.0,0.93,1.0
live_output_10_15,20251015_133914_id125_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.77,13.0,49.0,0.82,2.0
live_output_10_15,20251015_133924_id126_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,2.77,13.0,36.0,0.75,1.0
live_output_10_15,20251015_134612_id128_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.85,13.0,63.0,0.86,1.0
live_output_10_15,20251015_134738_id130_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.77,13.0,75.0,0.87,1.0
live_output_10_15,20251015_135044_id133_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,5.31,13.0,69.0,0.88,2.0
live_output_10_15,20251015_135643_id138_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.08,13.0,53.0,0.79,1.0
live_output_10_15,20251015_135659_id140_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.75,12.0,45.0,0.76,2.0
live_output_10_15,20251015_135712_id144_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,6.15,13.0,80.0,0.89,1.0
live_output_10_15,20251015_135734_id151_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.33,12.0,52.0,0.77,1.0
live_output_10_15,20251015_135752_id153_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.77,13.0,49.0,0.8,1.0
live_output_10_15,20251015_135807_id157_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.46,13.0,58.0,0.84,1.0
live_output_10_15,20251015_135826_id161_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,3.92,12.0,47.0,0.79,1.0
live_output_10_15,20251015_135842_id166_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.92,12.0,59.0,0.85,2.0
live_output_10_15,20251015_135900_id172_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.15,13.0,54.0,0.8,1.0
live_output_10_15,20251015_135919_id177_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.42,12.0,53.0,0.79,1.0
live_output_10_15,20251015_135936_id183_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.38,13.0,57.0,0.86,2.0
live_output_10_15,20251015_135952_id186_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\pass,pass,,,4.0,12.0,48.0,0.77,2.0
live_output_10_15,20251015_135959_id188.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_15\temp,unknown,,,0.0,0.0,0.0,0.0,0.0
live_output_10_16,20251016_120024_id4_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,8.92,12.0,107.0,0.92,1.0
live_output_10_16,20251016_120156_id11_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.31,13.0,43.0,0.77,1.0
live_output_10_16,20251016_120658_id14_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.38,13.0,44.0,0.77,1.0
live_output_10_16,20251016_121532_id17_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.62,13.0,60.0,0.8,2.0
live_output_10_16,20251016_121543_id19_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,2.0,13.0,26.0,0.65,2.0
live_output_10_16,20251016_121804_id24_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,1.08,13.0,14.0,0.71,1.0
live_output_10_16,20251016_122245_id29_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,2.23,13.0,29.0,0.55,1.0
live_output_10_16,20251016_122816_id40_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.0,12.0,48.0,0.77,1.0
live_output_10_16,20251016_122907_id42_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,12.42,12.0,149.0,1.53,2.0
live_output_10_16,20251016_122913_id44_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,8.73,11.0,96.0,1.74,2.0
live_output_10_16,20251016_124746_id50_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.38,13.0,44.0,0.77,1.0
live_output_10_16,20251016_124940_id55_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.69,13.0,61.0,0.82,1.0
live_output_10_16,20251016_130307_id69_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.23,13.0,55.0,0.82,1.0
live_output_10_16,20251016_131021_id74_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.77,13.0,49.0,0.82,2.0
live_output_10_16,20251016_132303_id77_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,5.58,12.0,67.0,0.84,1.0
live_output_10_16,20251016_132443_id80_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,1.69,13.0,22.0,0.55,1.0
live_output_10_16,20251016_133406_id89_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.46,13.0,45.0,0.84,2.0
live_output_10_16,20251016_135208_id100_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.0,13.0,52.0,0.83,2.0
live_output_10_16,20251016_135545_id102_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.42,12.0,53.0,0.81,1.0
live_output_10_16,20251016_135817_id105_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.15,13.0,54.0,0.83,2.0
live_output_10_16,20251016_135829_id110_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.18,11.0,35.0,0.74,2.0
live_output_10_16,20251016_135841_id114_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.15,13.0,41.0,0.76,1.0
live_output_10_16,20251016_135853_id122_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.27,11.0,47.0,0.83,2.0
live_output_10_16,20251016_135910_id131_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.18,11.0,46.0,0.8,1.0
live_output_10_16,20251016_135923_id134_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,4.25,12.0,51.0,0.84,2.0
live_output_10_16,20251016_135937_id138_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.08,12.0,37.0,0.76,2.0
live_output_10_16,20251016_135949_id142_enter.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\enter,enter,,,3.83,12.0,46.0,0.8,1.0
live_output_10_16,20251016_120010_id1_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,3.83,12.0,46.0,0.8,1.0
live_output_10_16,20251016_120038_id6_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,4.25,12.0,51.0,0.8,1.0
live_output_10_16,20251016_120043_id7_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,4.18,11.0,46.0,0.85,2.0
live_output_10_16,20251016_120413_id13_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,3.69,13.0,48.0,0.79,2.0
live_output_10_16,20251016_120952_id16_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,3.67,12.0,44.0,0.77,1.0
live_output_10_16,20251016_121715_id21_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,4.08,13.0,53.0,0.83,1.0
live_output_10_16,20251016_121804_id25_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,1.69,13.0,22.0,0.59,1.0
live_output_10_16,20251016_122037_id26_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,4.08,12.0,49.0,0.82,1.0
live_output_10_16,20251016_122515_id31_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,1.92,13.0,25.0,0.56,1.0
live_output_10_16,20251016_122643_id34_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,3.92,13.0,51.0,0.8,1.0
live_output_10_16,20251016_122741_id35_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,4.25,12.0,51.0,0.8,1.0
live_output_10_16,20251016_123012_id49_pass.mp4,C:/Users/hanna/Documents/Thesis/data\live_output_10_16\pass,pass,,,3.92,13.0,51.0,0.8,1.0
